Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,Daily Total
2018-08-15,1832.1,12788.7,0.0,12261.4,17028.8,20393.7,0.0,4373.9,0.0,0.0,31321.4,100000.0
2018-08-16,1843.8605308813321,12783.465165779782,0.0,12416.048288288288,17238.021367521367,20472.191216494848,0.0,4409.321505698859,0.0,0.0,31472.602896477743,100635.51
2018-08-17,1856.7335444136015,12723.264572247239,0.0,12442.559423423423,17344.906196581196,20514.24008247423,0.0,4449.9906418716255,0.0,0.0,31503.403486500985,100835.1
2018-08-20,1869.9244101318527,12733.73424068768,0.0,12482.326126126125,17456.33931623932,20480.600989690724,0.0,4453.270410917816,0.0,0.0,31702.207294832828,101178.4
2018-08-21,1877.2350104094378,12822.726422431439,0.0,12530.929873873873,17588.239743589744,20503.027051546393,0.0,4413.913182363527,0.0,0.0,31976.61255140354,101712.68
2018-08-22,1868.6530013879249,12812.256753990998,0.0,12500.000216216216,17424.501282051282,20564.698721649485,0.0,4387.0190761847625,0.0,0.0,32018.613355980688,101575.74
2018-08-23,1855.6210617626648,12754.673577568565,0.0,12438.1409009009,17369.921794871792,20606.74758762887,0.0,4377.835722855428,0.0,0.0,31968.212390488112,101371.15
2018-08-24,1878.1885669673836,12932.657941056079,0.0,12473.489081081081,17442.694444444445,20819.795175257732,0.0,4405.38578284343,0.0,0.0,32153.01593062757,102105.23
2018-08-27,1904.888150589868,13068.763630781827,0.0,12636.974414414415,17654.189957264956,21013.219958762886,0.0,4401.450059988001,0.0,0.0,32377.0202217057,103056.51
2018-08-28,1898.2132546842467,13006.861716127714,0.0,12630.34663063063,17633.72264957265,21049.662309278352,0.0,4453.9263647270545,0.0,0.0,32441.421455390668,103114.15
2018-08-29,1911.563046495489,13081.85071633238,0.0,12628.137369369368,17649.641666666666,21234.67731958763,0.0,4448.678734253148,0.0,0.0,32808.22848203111,103762.78
2018-08-30,1890.2669500346979,13000.710785918955,0.0,12526.511351351352,17520.015384615384,21173.005649484538,0.0,4423.752489502099,0.0,0.0,32615.024780976222,103149.29
2018-08-31,1884.8634628730047,12875.074764633648,0.0,12513.255783783783,17526.837820512817,21184.21868041237,0.0,4442.119196160767,0.0,0.0,32743.827248346148,103170.2
2018-09-04,1871.1958188757803,12718.029738027019,0.0,12588.370666666666,17529.111965811964,21122.547010309278,0.0,4402.761967606479,0.0,0.0,32825.02880386197,103057.05
2018-09-05,1882.638497571131,12542.662791649613,0.0,12588.370666666666,17638.27094017094,20842.2212371134,0.0,4428.344166166767,0.0,0.0,32466.62193813696,102389.13
2018-09-06,1886.4527238029145,12461.522861236186,0.0,12522.092828828829,17697.398717948716,20693.648577319585,0.0,4443.431103779243,0.0,0.0,32365.820007151797,102070.37
2018-09-07,1875.327897293546,12479.844781006961,0.0,12513.255783783783,17647.36752136752,20626.370391752578,0.0,4388.330983803239,0.0,0.0,32363.01995351332,101893.52
2018-09-10,1876.9171582234555,12502.825703233731,0.0,12504.41873873874,17738.333333333332,20690.845319587632,0.0,4413.257228554288,0.0,0.0,32483.422259967818,102210.02
2018-09-11,1880.7313844552393,12634.272390503482,0.0,12515.465045045044,17726.962606837606,20864.647298969077,0.0,4410.633413317336,0.0,0.0,32743.827248346148,102776.54
2018-09-12,1881.6849410131852,12595.011133851822,0.0,12402.792720720721,17788.36452991453,20783.35282474227,0.0,4417.192951409717,0.0,0.0,32808.22848203111,102676.63
2018-09-13,1888.99554129077,12678.768481375359,0.0,12385.118630630632,17881.604487179484,21016.023216494847,0.0,4443.431103779243,0.0,0.0,32841.829125692835,103135.77
2018-09-14,1888.3598369188062,12663.063978714697,0.0,12469.070558558558,17979.392735042737,21004.810185567014,0.0,4405.38578284343,0.0,0.0,32741.027194707673,103151.11
2018-09-17,1894.7168806384452,12545.280208759723,0.0,12429.303855855855,17986.21517094017,20744.107216494845,0.0,4429.000119976004,0.0,0.0,32332.219363490076,102360.84
2018-09-18,1896.9418459403191,12621.185304952927,0.0,12480.116864864865,18149.95363247863,20867.45055670103,0.0,4404.0738752249545,0.0,0.0,32746.627301984623,103166.35
2018-09-19,1917.9200902151283,12660.446561604585,0.0,12698.83372972973,18138.58290598291,20825.401690721654,0.0,4362.0928314337125,0.0,0.0,32757.827516538528,103361.11
2018-09-20,1937.6269257460096,12796.552251330333,0.0,12804.87827027027,18161.324358974358,21063.678597938146,0.0,4396.202429514096,0.0,0.0,32973.43164670123,104133.69
2018-09-21,1924.2771339347673,12678.768481375359,0.0,12694.415207207207,18124.938034188035,20934.728742268046,0.0,4346.349940011997,0.0,0.0,32752.227409261577,103455.7
2018-09-24,1897.577550312283,12712.794903806796,0.0,12559.650270270271,17886.152777777777,21007.61344329897,0.0,4263.69976004799,0.0,0.0,32525.423064544968,102852.91
2018-09-25,1888.3598369188062,12708.86877814163,0.0,12508.83726126126,17831.573290598288,20993.597154639177,0.0,4258.452129574085,0.0,0.0,32654.225531914894,102843.91
2018-09-26,1868.9708535739067,12767.760663119117,0.0,12358.607495495495,17808.83183760684,20915.10593814433,0.0,4211.223455308937,0.0,0.0,32732.627033792243,102663.13
2018-09-27,1852.442539902845,12872.457347523537,0.0,12314.42227027027,17836.12158119658,21027.236247422683,0.0,4224.342531493701,0.0,0.0,32844.62917933131,102971.65
2018-09-28,1840.9998612074946,12820.109005321327,0.0,12181.866594594594,17824.750854700855,21114.137237113402,0.0,4279.442651469705,0.0,0.0,32811.02853566959,102872.33
2018-10-01,1860.0709923664122,12770.378080229228,0.0,12230.470342342342,17987.92077991453,21215.054515463922,0.0,4244.021145770846,0.0,0.0,32749.4273556231,103057.34
2018-10-02,1868.3351492019428,12780.84774866967,0.0,12230.470342342342,18020.32735042735,21212.25125773196,0.0,4232.869931013796,0.0,0.0,32279.01834435902,102624.12
2018-10-03,1854.0318008327547,12838.430925092101,0.0,12336.514882882884,18099.922435897435,21282.33270103093,0.0,4190.2329334133165,0.0,0.0,32169.81625245843,102771.28
2018-10-04,1846.403348369188,12634.272390503482,0.0,12429.303855855855,18045.342948717946,20906.696164948455,0.0,4163.994781043791,0.0,0.0,31682.60691936349,101708.62
2018-10-05,1831.782147814018,12508.636369218175,0.0,12376.281585585586,17958.925427350427,20645.99319587629,0.0,4163.994781043791,0.0,0.0,31436.202199177544,100921.82
2018-10-08,1831.1464434420539,12474.609946786739,0.0,12452.76621045045,17995.31175213675,20404.913030927837,0.0,4219.094901019795,0.0,0.0,31509.003593777936,100886.85
2018-10-09,1769.4831193615544,12471.992529676629,0.0,12411.629765765765,17722.414316239316,20477.797731958763,0.0,4234.837792441511,0.0,0.0,31416.601823708206,100504.76
2018-10-10,1724.9838133240805,11977.30069586574,0.0,12031.636828828829,17119.76581196581,19516.28032989691,0.0,4167.93050389922,0.0,0.0,30358.181548364028,96896.08
2018-10-11,1703.6877168632893,11879.278425092101,0.0,11678.155027027027,16719.51623931624,19252.774103092786,0.0,4045.9230953809233,0.0,0.0,29831.771464330413,95111.11
2018-10-12,1709.0912040249825,12131.728305362261,0.0,11682.57354954955,16805.93376068376,19855.474515463917,0.0,4043.2992801439705,0.0,0.0,30388.98213838727,96617.08
2018-10-15,1702.7341603053433,12092.467048710603,0.0,11629.55127927928,16844.594230769228,19530.296618556702,0.0,4064.2898020395915,0.0,0.0,30307.780582871444,96171.71
2018-10-16,1732.6122657876472,12406.557101923865,0.0,11817.338486486487,17122.03995726496,20113.374226804124,0.0,4143.00425914817,0.0,0.0,30923.792383336313,98258.72
2018-10-17,1719.2624739764053,12461.522861236186,0.0,11930.01081081081,17010.606837606836,20032.07975257732,0.0,4132.508998200359,0.0,0.0,30671.787555873416,97957.78
2018-10-18,1700.1913428174878,12225.95532132624,0.0,11744.432864864864,16708.145512820513,19634.01715463918,0.0,4133.820905818836,0.0,0.0,30072.57607723941,96219.14
2018-10-19,1688.4308119361551,12225.95532132624,0.0,11781.990306306305,16642.1952991453,19624.20575257732,0.0,4174.490041991601,0.0,0.0,29778.570445199355,95915.84
2018-10-22,1674.286389659958,12215.485652885798,0.0,11536.762306306306,16585.341666666667,19788.19632989691,0.0,4114.142291541691,0.0,0.0,29896.172698015376,95810.39
2018-10-23,1656.3277411519775,12197.163733115025,0.0,11443.973333333332,16314.718376068375,19712.50837113402,0.0,4143.00425914817,0.0,0.0,29901.77280529233,95369.47
2018-10-24,1604.1999826509366,11623.949386000819,0.0,11139.09527927928,15759.826923076922,18837.891958762888,0.0,4190.2329334133165,0.0,0.0,29008.555694618273,92163.75
2018-10-25,1626.7674878556556,11990.387781416293,0.0,11320.254702702703,15873.534188034188,19474.231463917527,0.0,4241.397330533892,0.0,0.0,29879.372376184514,94405.95
2018-10-26,1616.596217904233,11678.91514531314,0.0,11161.187891891892,15718.892307692307,19087.38189690722,0.0,4129.885182963407,0.0,0.0,28958.154729125694,92351.01
2018-10-29,1612.4641394864675,11495.695947605405,0.0,11262.81390990991,15452.817307692309,18770.613773195877,0.0,4196.792471505698,0.0,0.0,28722.95022349365,91514.15
2018-10-30,1649.9706974323383,11812.40341792878,0.0,11448.391855855856,15768.923504273505,18975.251587628867,0.0,4267.635482903419,0.0,0.0,29131.75805471125,93054.33
2018-10-31,1671.2667938931295,12061.058043389277,0.0,11607.458666666666,15894.001495726496,19426.57608247423,0.0,4208.599640071985,0.0,0.0,29518.16545682103,94387.13
2018-11-01,1719.898178348369,12118.641219811707,0.0,11660.480936936938,16171.447222222221,19653.639958762888,0.0,4226.966346730653,0.0,0.0,30094.976506347222,95646.05
2018-11-02,1714.4946911866757,11995.622615636514,0.0,11660.480936936938,16132.786752136752,19269.593649484537,0.0,4191.544841031793,0.0,0.0,30237.779241909528,95202.3
2018-11-05,1721.1695870922968,11953.743941874745,0.0,11837.221837837837,16214.655982905982,19247.16758762887,0.0,4261.731898620275,0.0,0.0,30251.779510101915,95487.47
2018-11-06,1748.8227272727272,12024.41420384773,0.0,11890.244108108109,16394.313461538462,19376.117443298972,0.0,4282.0664667066585,0.0,0.0,30405.78246021813,96121.76
2018-11-07,1780.607945870923,12233.807572656571,0.0,12049.310918918918,16667.2108974359,19928.35921649485,0.0,4331.918956208758,0.0,0.0,31223.398122653318,98214.61
2018-11-08,1772.3437890353919,12123.876054031929,0.0,12097.914666666666,16639.921153846153,19914.342927835056,0.0,4338.478494301139,0.0,0.0,31237.3983908457,98124.28
2018-11-09,1747.5513185287991,11880.22069525174,0.0,11983.033081081081,16471.6344017094,19577.952,0.0,4345.038032393521,0.0,0.0,30803.390076881817,96808.82
2018-11-12,1721.8052914642608,11702.471899304135,0.0,11748.851387387387,16146.431623931623,18896.76037113402,0.0,4353.5654319136165,0.0,0.0,30184.578222778473,94754.46
2018-11-13,1717.0375086745314,11665.828059762589,0.0,11815.129225225224,16219.204273504272,18913.579917525774,0.0,4362.748785242951,0.0,0.0,30176.178061863044,94869.71
2018-11-14,1714.1768390006937,11715.558984854688,0.0,11656.062414414413,16162.35064102564,18680.909525773197,0.0,4363.404739052188,0.0,0.0,29952.17377078491,94244.64
2018-11-15,1158.7068429131757,10594.828787195354,0.0,11576.795024728619,19807.123689249904,20720.124943521365,0.0,3576.00084932559,0.0,0.0,27690.72495516529,95124.31
2018-11-16,1169.7219719500104,10550.174451135748,0.0,11589.773494487283,19804.372699848616,20689.796891789047,0.0,3624.7644972709395,0.0,0.0,27576.653997574496,95005.26
2018-11-19,1153.1992783947585,10230.543414077503,0.0,11581.12118131484,19493.510897503445,19904.300351921942,0.0,3637.768136723032,0.0,0.0,26905.190860846866,92905.63
2018-11-20,1132.4399967484164,10091.879949471351,0.0,11338.856412486439,19086.364466113308,19470.60921214976,0.0,3587.920852156675,0.0,0.0,26290.76320291463,90998.83
2018-11-21,1141.5486611442602,10209.39136015453,0.0,11349.671803951993,19221.16294677626,19607.085444945205,0.0,3584.6699422936517,0.0,0.0,26552.607901020772,91666.14
2018-11-23,1129.050726275544,10096.58040589868,0.0,11243.680967589566,19174.39612695442,19434.215550070978,0.0,3572.7499394625665,0.0,0.0,26451.499552247114,91102.17
2018-11-26,1142.3959787624783,10308.1009451284,0.0,11481.619579831746,19333.953512228934,19870.93949501639,0.0,3579.2517591886135,0.0,0.0,27052.96460136221,92769.23
2018-11-27,1128.203408657326,10342.179254226523,0.0,11490.27189300419,19289.93768180838,19919.464377788107,0.0,3598.757218366753,0.0,0.0,27122.962688974745,92891.78
2018-11-28,1145.573419830796,10559.575363990401,0.0,11702.253565729041,19752.103901224207,20604.87834693855,0.0,3630.1826803759777,0.0,0.0,27921.459392110304,95316.03
2018-11-29,1153.411107799313,10594.828787195354,0.0,11602.751964245948,19757.605880026775,20407.746010678467,0.0,3634.5172268600086,0.0,0.0,27797.0183474658,94947.88
2018-11-30,1157.2240370812942,10583.077646127038,0.0,11671.970469625492,19955.67711691928,20610.94395728501,0.0,3670.2772353532646,0.0,0.0,27975.902349142274,95625.07
2018-12-03,1177.3478305139727,10590.128330768028,0.0,11741.188975005034,20195.013194831045,21056.766317750127,0.0,3684.353675060155,0.0,0.0,28520.331919461973,96965.13
2018-12-04,1141.760490548815,10279.898206564438,0.0,11226.37634124468,19328.451533426363,20253.07294684363,0.0,3637.768136723032,0.0,0.0,27491.1007793814,93358.43
2018-12-06,1126.50877342089,10392.709160820288,0.0,11070.634704140708,19218.411957374974,20301.59782961534,0.0,3735.29543261373,0.0,0.0,27612.949302262474,93458.11
2018-12-07,1099.8182684470216,10199.990447299875,0.0,10867.3053445883,18717.73188634116,19579.790198386116,0.0,3681.113601563342,0.0,0.0,26798.89746854635,90944.65
2018-12-10,1102.5720507062301,10277.547978350773,0.0,10711.563707484329,18764.498706162998,19858.808274323466,0.0,3664.859052248226,0.0,0.0,26817.04512089034,91196.89
2018-12-11,1099.182780233358,10289.299119419093,0.0,10607.735949415013,18654.45913011161,19883.07071570932,0.0,3671.360871974273,0.0,0.0,26830.007729707475,91035.12
2018-12-12,1108.7151034383112,10399.75984546128,0.0,10655.323671863449,18756.245737959147,20040.776584717387,0.0,3602.0081282297765,0.0,0.0,27107.40755839418,91670.24
2018-12-13,1095.793509760486,10352.755281188007,0.0,10590.431323070126,18709.478918137305,20074.137441622937,0.0,3626.9317705129542,0.0,0.0,26982.966513749678,91432.49
2018-12-14,1088.1676511965234,10244.644783359485,0.0,10490.929721587034,18448.134925015256,19582.823003559344,0.0,3621.513587407916,0.0,0.0,26529.27520514993,90005.49
2018-12-17,1068.6793459775085,10042.525156984417,0.0,10384.116915473225,18134.5221332688,19152.164668960395,0.0,3488.2262830239615,0.0,0.0,25829.2943290246,88099.53
2018-12-18,1074.1869104959258,10094.230177685016,0.0,10335.188084483061,18236.308741116336,19318.968953488158,0.0,3520.735381654195,0.0,0.0,26067.806331259897,88647.42
2018-12-19,1059.5706815816645,9875.658953814305,0.0,10205.403386896418,17891.059571255104,18942.901112007385,0.0,3489.3099196449703,0.0,0.0,25533.746847993905,86997.65
2018-12-20,1046.0135996901759,9706.442522430527,0.0,10127.532568344432,17565.067327202865,18597.16132225893,0.0,3445.9644548046595,0.0,0.0,24963.392060039936,85451.57
2018-12-21,1029.490906134924,9356.258518594657,0.0,9867.963173171143,17122.158033596028,17951.173820360502,0.0,3353.855342019,0.0,0.0,24312.669097419723,82993.57
2018-12-24,1002.8004011610557,9165.890033287907,0.0,9647.32918727385,16596.719057950646,17468.95779781661,0.0,3231.4044038451243,0.0,0.0,23851.200223529693,80964.3
2018-12-26,1047.9200643311665,9675.8895556529,0.0,10086.434080775327,17383.502026718073,18527.406803274596,0.0,3334.3498828408606,0.0,0.0,25258.93954107063,85314.44
2018-12-27,1067.196540145627,9713.493207071519,0.0,10196.751073723974,17592.577221215714,18651.75181537711,0.0,3340.851702566907,0.0,0.0,25349.67780279058,85912.3
2018-12-28,1060.9475727112688,9678.239783866564,0.0,10196.751073723974,17542.646763582397,18606.259737778626,0.0,3356.0226152610157,0.0,0.0,25388.0471248893,85828.91
2018-12-31,1064.6376409386085,9647.686817088937,0.0,10248.664952758632,17620.087115228558,18680.563464522813,0.0,3349.986759282003,0.0,0.0,25525.99520792126,86137.62
2019-01-02,1074.6084510109893,9821.603704900042,0.0,10363.3081022935,17771.391532299218,18782.132109774353,0.0,3278.0007785484577,0.0,0.0,25831.860925570392,86922.91
2019-01-03,1047.6023202243346,9678.239783866564,0.0,10174.42810573907,17288.592892373752,17884.452106549397,0.0,3297.506237726597,0.0,0.0,25336.715193973447,84707.54
2019-01-04,1087.1106224677965,10082.479036616698,0.0,10490.929721587034,17926.822433471807,18635.07138692433,0.0,3330.0153363568297,0.0,0.0,26145.58198416271,87698.01
2019-01-07,1090.8155187534549,10204.690903727203,0.0,10516.886661104361,18068.49838763797,18821.588905078104,0.0,3358.1898885030314,0.0,0.0,26758.71338121323,88819.38
2019-01-08,1100.8774154697942,10372.732221004148,0.0,10510.39742622503,18316.08743375359,18968.679955979856,0.0,3416.7062660374504,0.0,0.0,27020.55807931937,89706.04
2019-01-09,1101.1951595766259,10378.607791538307,0.0,10555.822070380354,18430.25349390691,19205.238759491956,0.0,3402.618989964349,0.0,0.0,27146.295384845587,90220.03
2019-01-10,1111.8925445066288,10403.285187781776,0.0,10577.452853311463,18703.976939334734,19294.7065121023,0.0,3458.4262759462486,0.0,0.0,27086.667384286764,90636.41
2019-01-11,1106.3849799882114,10345.704596547019,0.0,10588.268244777017,18666.838582417393,19261.34565519675,0.0,3458.968094256753,0.0,0.0,27100.926253985614,90528.44
2019-01-14,1098.10245027013,10317.501857983054,0.0,10670.465219915224,18673.716055920602,19103.639786188684,0.0,3454.9044569279736,0.0,0.0,26970.003904932542,90288.33
2019-01-15,1091.3450922648412,10474.967148298514,0.0,10750.499116760322,18599.439342085916,19364.46103108664,0.0,3492.549993141783,0.0,0.0,27183.886950415283,90957.15
2019-01-16,1096.2171685695948,10435.013268666233,0.0,10999.253120468054,18635.202204302615,19391.756277645727,0.0,3510.9826520651245,0.0,0.0,27119.073906329606,91187.5
2019-01-17,1114.010838552174,10476.142262405347,0.0,11053.28681622996,18936.43554374329,19513.06848457501,0.0,3525.069928138226,0.0,0.0,27294.069125360937,91912.08
2019-01-18,1131.5926791301983,10559.575363990401,0.0,11235.028654417123,19281.684713604525,19789.053755339126,0.0,3533.7390211062875,0.0,0.0,27672.577302821297,93203.25
2019-01-22,1114.2226679567284,10312.801401555727,0.0,11085.776252192483,18842.901904099614,19406.920303511888,0.0,3526.6953830697375,0.0,0.0,27203.330863640986,91492.65
2019-01-23,1109.7742504610837,10289.299119419093,0.0,11118.222426589144,18915.803123233658,19531.265315614404,0.0,3531.5717478642723,0.0,0.0,27301.84669065122,91797.78
2019-01-24,1103.9489418358346,10355.105509401672,0.0,11153.740172162023,19040.97314099211,19729.914054461104,0.0,3550.535388731908,0.0,0.0,27454.80547469342,92389.02
2019-01-25,1125.661455802672,10479.66760472584,0.0,11239.354811003346,19276.18273480195,19987.702494185825,0.0,3589.004488777683,0.0,0.0,27729.61278161669,93427.19
2019-01-28,1123.3313323525724,10386.833590286129,0.0,11204.745558313572,19084.988971412666,19720.815638941407,0.0,3624.222678960435,0.0,0.0,27561.098866993932,92706.04
2019-01-29,1134.9819496030705,10262.27149496196,0.0,11174.462462210022,19343.581975133427,19523.683302681322,0.0,3651.8554127961334,0.0,0.0,27395.177474134594,92486.01
2019-01-30,1148.009457983173,10406.81053010227,0.0,11222.05018465846,19653.06828277796,20121.145921808034,0.0,3686.5317846683815,0.0,0.0,27931.82947916401,94169.45
2019-01-31,1130.2157880005939,10841.60274963003,0.0,11239.354811003346,19752.103901224207,20104.465493355263,0.0,3723.917248093149,0.0,0.0,28218.30313402271,95009.96
